	start_time	end_time	dayOfWeek	size
196	20.0	20.833333333333332	M      	32
197	13.0	13.833333333333334	F      	30
198	14.0	14.833333333333334	F      	30
199	15.0	15.833333333333334	F      	31
200	12.0	12.833333333333334	W      	30
201	13.0	13.833333333333334	W      	32
202	18.0	18.833333333333332	M      	29
203	9.0	9.833333333333334	W      	31
204	18.0	18.833333333333332	Th      	31
205	8.0	8.833333333333334	F      	29
206	9.0	9.833333333333334	M      	31
207	10.0	10.833333333333334	M      	31
208	11.0	11.833333333333334	M      	31
209	12.0	12.833333333333334	W      	34
210	16.0	16.833333333333332	W      	33
211	12.0	12.833333333333334	F      	34
212	14.0	14.833333333333334	F      	33
213	15.0	15.833333333333334	F      	31
214	14.0	14.833333333333334	W      	24
215	15.0	15.833333333333334	W      	27
216	9.0	9.833333333333334	M      	29
217	10.0	10.833333333333334	M      	26
218	11.0	11.833333333333334	W      	30
219	13.0	13.833333333333334	Tu      	18
220	15.0	16.833333333333332	Tu      	19
221	17.0	17.833333333333332	M      	29
222	13.0	13.833333333333334	W      	31
223	14.0	14.833333333333334	W      	26
224	20.0	20.833333333333332	W      	29
225	10.0	10.833333333333334	F      	28
226	11.0	11.833333333333334	F      	29
227	8.0	8.833333333333334	M      	6
228	9.0	9.833333333333334	M      	5
229	10.0	10.833333333333334	M      	15
230	15.0	15.833333333333334	M      	15
231	18.0	18.833333333333332	M      	17
232	8.0	8.833333333333334	Tu      	11
233	11.0	11.833333333333334	F      	31
234	10.0	10.833333333333334	W      	31
235	9.0	9.833333333333334	W      	30
236	14.0	14.833333333333334	F      	27
237	19.0	19.833333333333332	W      	29
238	20.0	20.833333333333332	W      	16
239	9.0	9.833333333333334	F      	13
240	15.0	15.833333333333334	F      	26
241	16.0	16.833333333333332	F      	12
242	14.0	14.833333333333334	M      	30
243	13.0	13.833333333333334	W      	30
244	16.0	16.833333333333332	M      	31
245	18.0	18.833333333333332	W      	29
246	19.0	19.833333333333332	W      	26
247	11.0	11.833333333333334	F      	30
248	10.0	10.833333333333334	M      	21
249	13.0	13.833333333333334	W      	25
250	16.0	17.333333333333332	Tu      	16
251	10.0	11.333333333333334	M      	33
252	16.0	17.333333333333332	Tu      	34
253	12.0	13.333333333333334	W      	22
254	15.0	16.833333333333332	M      	21
255	14.0	15.833333333333334	W      	26
256	14.0	15.833333333333334	F      	23
257	11.0	12.333333333333334	TuTh     	57
258	14.0	15.333333333333334	TuTh     	53
259	16.0	16.833333333333332	M      	109
260	14.0	14.833333333333334	M      	42
261	17.0	18.833333333333332	TuTh     	26
262	9.5	10.833333333333334	TuTh     	161
263	11.0	11.833333333333334	MWF    	103
264	13.0	13.833333333333334	MWF    	107
265	8.0	8.833333333333334	W      	40
266	10.0	10.833333333333334	W      	38
267	12.0	12.833333333333334	W      	39
268	13.0	13.833333333333334	W      	35
269	17.0	17.833333333333332	W      	38
270	20.0	20.833333333333332	M      	38
271	8.0	8.833333333333334	F      	39
272	10.0	10.833333333333334	F      	38
273	8.0	8.833333333333334	W      	36
274	10.0	10.833333333333334	W      	39
275	11.0	11.833333333333334	W      	38
276	12.0	12.833333333333334	W      	39
277	20.0	20.833333333333332	W      	38
278	12.0	12.833333333333334	M      	39
279	15.0	15.833333333333334	M      	38
280	12.0	12.833333333333334	M      	39
281	14.0	14.833333333333334	M      	38
282	21.0	21.833333333333332	M      	37
283	17.0	17.833333333333332	W      	39
284	14.0	14.833333333333334	F      	38
285	14.0	14.833333333333334	F      	25
286	13.0	13.833333333333334	W      	31
287	14.0	14.833333333333334	W      	32
288	15.0	15.833333333333334	W      	34
289	15.0	15.833333333333334	M      	31
290	16.0	16.833333333333332	M      	32
291	17.0	17.833333333333332	M      	31
292	18.0	18.833333333333332	M      	22
293	19.0	19.833333333333332	M      	23
294	14.0	14.833333333333334	F      	23
295	8.0	8.833333333333334	F      	40
296	9.0	9.833333333333334	F      	39
297	10.0	10.833333333333334	F      	41
298	11.0	11.833333333333334	F      	39
299	17.0	17.833333333333332	F      	34
300	13.0	13.833333333333334	F      	37
301	14.0	14.833333333333334	F      	40
302	15.0	15.833333333333334	F      	40
303	16.0	16.833333333333332	W      	38
304	14.0	14.833333333333334	M      	29
305	15.0	15.833333333333334	M      	38
306	16.0	16.833333333333332	M      	31
307	17.0	17.833333333333332	M      	32
308	18.0	18.833333333333332	M      	33
309	16.0	16.833333333333332	W      	28
310	17.0	17.833333333333332	W      	32
311	18.0	18.833333333333332	W      	31
312	19.0	19.833333333333332	W      	35
313	8.0	8.833333333333334	W      	15
314	9.0	9.833333333333334	W      	19
315	10.0	10.833333333333334	W      	20
316	11.0	11.833333333333334	W      	18
317	12.0	12.833333333333334	W      	13
318	13.0	13.833333333333334	F      	13
319	13.0	13.833333333333334	W      	33
320	14.0	14.833333333333334	W      	29
321	15.0	15.833333333333334	W      	20
322	16.0	16.833333333333332	W      	21
323	17.0	17.833333333333332	W      	21
324	8.0	8.833333333333334	M      	35
325	9.0	9.833333333333334	M      	34
326	10.0	10.833333333333334	M      	38
327	12.0	12.833333333333334	M      	33
328	10.0	10.833333333333334	W      	32
329	11.0	11.833333333333334	W      	33
330	15.0	15.833333333333334	M      	32
331	16.0	16.833333333333332	M      	38
332	17.0	17.833333333333332	M      	35
333	18.0	18.833333333333332	M      	37
334	19.0	19.833333333333332	M      	38
335	13.0	13.833333333333334	F      	34
336	14.0	14.833333333333334	F      	35
337	15.0	15.833333333333334	F      	33
338	12.0	12.833333333333334	M      	31
339	13.0	13.833333333333334	M      	31
340	14.0	14.833333333333334	M      	25
341	15.0	15.833333333333334	M      	14
342	16.0	16.833333333333332	M      	18
343	17.0	17.833333333333332	M      	33
344	18.0	18.833333333333332	M      	37
345	19.0	19.833333333333332	M      	33
346	20.0	20.833333333333332	M      	35
347	21.0	21.833333333333332	M      	31
348	14.0	14.833333333333334	F      	35
349	14.0	14.833333333333334	M      	32
350	15.0	15.833333333333334	M      	32
351	16.0	16.833333333333332	M      	26
352	17.0	17.833333333333332	M      	25
353	18.0	18.833333333333332	M      	29
354	14.0	14.833333333333334	F      	32
355	15.0	15.833333333333334	F      	23
356	16.0	16.833333333333332	F      	24
357	17.0	17.833333333333332	F      	20
358	18.0	18.833333333333332	F      	9
359	15.0	16.833333333333332	Th      	13
360	14.0	14.833333333333334	M      	38
361	16.0	16.833333333333332	M      	37
362	14.0	14.833333333333334	W      	35
363	15.0	15.833333333333334	W      	37
364	16.0	16.833333333333332	W      	38
365	13.0	13.833333333333334	MWF    	28
366	19.0	19.833333333333332	W      	38
367	14.0	14.833333333333334	F      	38
368	9.0	9.833333333333334	M      	22
369	10.0	10.833333333333334	M      	32
370	11.0	11.833333333333334	M      	29
371	12.0	12.833333333333334	M      	28
372	17.0	17.833333333333332	W      	34
373	18.0	18.833333333333332	W      	30
374	19.0	19.833333333333332	W      	24
375	12.5	13.833333333333334	TuTh     	58
376	17.0	18.333333333333332	TuTh     	56
377	14.0	14.833333333333334	M      	39
378	15.0	15.833333333333334	M      	37
379	11.0	11.833333333333334	MWF    	11
380	13.0	13.833333333333334	MWF    	7
381	10.0	10.833333333333334	MWF    	11
382	14.0	14.833333333333334	MWF    	8
383	11.0	11.833333333333334	MW     	12
384	13.0	13.833333333333334	MW     	7
385	10.0	10.833333333333334	MWF    	12
386	11.0	11.833333333333334	MWF    	11
387	15.0	15.833333333333334	MWF    	10
388	9.0	9.833333333333334	MWF    	8
389	12.0	12.833333333333334	MWF    	12
390	10.0	10.833333333333334	MW     	10
391	12.0	12.833333333333334	MW     	11
392	11.0	11.833333333333334	MW     	11
393	13.0	13.833333333333334	MW     	10
394	10.0	10.833333333333334	MW     	9
395	14.0	14.833333333333334	MW     	8
396	11.0	11.833333333333334	MW     	10
397	9.5	10.833333333333334	TuTh     	16
398	14.0	15.333333333333334	TuTh     	15
399	11.0	11.833333333333334	F      	33
400	16.0	16.833333333333332	M      	53
401	9.0	9.833333333333334	W      	55
402	16.0	16.833333333333332	M      	56
403	14.0	14.833333333333334	W      	59
404	12.0	12.833333333333334	F      	58
405	11.0	11.833333333333334	M      	44
406	9.0	9.833333333333334	W      	51
407	10.0	10.833333333333334	W      	57
408	13.0	13.833333333333334	F      	52
409	15.0	15.833333333333334	W      	17
410	13.0	13.833333333333334	F      	15
411	13.0	13.833333333333334	M      	48
412	14.0	14.833333333333334	F      	46
413	9.0	9.833333333333334	M      	59
414	10.0	10.833333333333334	M      	59
415	16.0	16.833333333333332	W      	58
416	11.0	11.833333333333334	F      	57
417	12.0	12.833333333333334	F      	58
418	14.0	14.833333333333334	M      	47
419	9.0	9.833333333333334	M      	50
420	10.0	10.833333333333334	M      	54
421	14.0	14.833333333333334	W      	52
422	15.0	15.833333333333334	W      	47
423	9.0	9.833333333333334	F      	50
424	15.0	15.833333333333334	M      	29
425	9.0	9.833333333333334	W      	27
426	13.0	13.833333333333334	F      	24
427	14.0	14.833333333333334	F      	34
428	13.0	13.833333333333334	M      	26
429	11.0	11.833333333333334	W      	26
430	15.0	15.833333333333334	W      	23
431	14.0	15.333333333333334	TuTh     	16
432	10.0	10.833333333333334	W      	12
433	14.0	14.833333333333334	MWF    	13
434	13.0	13.833333333333334	W      	29
435	14.0	15.333333333333334	TuTh     	38
436	17.0	18.333333333333332	TuTh     	41
437	13.0	13.833333333333334	M      	41
438	9.0	9.833333333333334	M      	24
439	17.0	17.833333333333332	Tu      	24
440	17.0	17.833333333333332	Th      	23
441	9.0	9.833333333333334	F      	27
442	16.0	16.833333333333332	M      	27
443	13.0	13.833333333333334	W      	28
444	12.0	14.833333333333334	M      	18
445	15.0	17.833333333333332	M      	13
446	12.5	15.333333333333334	Tu      	18
447	15.0	17.833333333333332	W      	15
448	17.0	19.833333333333332	M      	17
449	14.5	18.5	M      	4
450	14.5	18.5	W      	4
451	14.5	18.5	W      	3
452	17.0	19.833333333333332	Tu      	94
453	17.0	18.333333333333332	MW     	61
454	9.5	10.833333333333334	TuTh     	42
455	12.5	13.833333333333334	TuTh     	24
456	14.0	14.833333333333334	MWF    	60
457	10.0	10.833333333333334	MWF    	27
458	17.0	18.333333333333332	MW     	63
459	16.0	18.833333333333332	M      	31
460	13.0	13.833333333333334	MWF    	21
461	15.5	16.833333333333332	TuTh     	50
462	14.0	15.333333333333334	TuTh     	23
463	11.0	11.833333333333334	MWF    	16
464	9.5	10.833333333333334	TuTh     	10
465	11.0	12.333333333333334	TuTh     	14
466	12.5	13.833333333333334	TuTh     	39
467	15.5	18.333333333333332	Th      	13
468	15.0	17.833333333333332	W      	5
469	9.0	10.833333333333334	Th      	45
470	11.0	12.833333333333334	Th      	44
471	13.0	14.833333333333334	Th      	38
472	15.0	16.833333333333332	Th      	44
473	17.0	18.833333333333332	Th      	44
474	19.0	20.833333333333332	Th      	29
475	15.0	16.833333333333332	W      	46
476	17.0	18.833333333333332	W      	39
477	19.0	20.833333333333332	W      	31
478	9.0	10.833333333333334	W      	19
479	20.0	20.833333333333332	Tu      	139
480	20.0	20.833333333333332	Th      	137
481	9.0	9.833333333333334	W      	42
482	10.0	10.833333333333334	W      	46
483	11.0	11.833333333333334	W      	46
484	8.0	8.833333333333334	F      	54
485	15.0	15.833333333333334	M      	90
486	12.0	12.833333333333334	W      	82
487	8.0	8.833333333333334	F      	50
488	14.0	14.833333333333334	F      	92
489	16.0	16.833333333333332	W      	52
490	9.0	11.833333333333334	W      	68
491	12.0	14.833333333333334	W      	67
492	9.0	11.833333333333334	W      	53
493	12.0	14.833333333333334	W      	61
494	11.0	12.333333333333334	TuTh     	25
495	15.0	15.833333333333334	M      	125
496	16.0	16.833333333333332	M      	88
497	19.0	19.833333333333332	Tu      	72
498	10.0	10.833333333333334	MWF    	129
499	17.0	17.833333333333332	F      	86
500	17.0	18.333333333333332	TuTh     	53
501	17.0	18.333333333333332	MW     	126
502	17.0	17.833333333333332	W      	28
503	14.0	14.833333333333334	M      	20
504	16.0	16.833333333333332	F      	92
505	17.0	17.833333333333332	F      	102
506	16.0	16.833333333333332	M      	67
507	16.0	16.833333333333332	W      	67
508	16.0	16.833333333333332	M      	135
509	19.0	19.833333333333332	M      	123
510	20.0	20.833333333333332	M      	37
511	20.0	20.833333333333332	Tu      	45
512	9.5	10.833333333333334	TuTh     	103
513	11.0	11.833333333333334	W      	12
514	12.0	12.833333333333334	W      	11
515	13.0	13.833333333333334	W      	11
516	15.5	16.833333333333332	TuTh     	59
517	17.0	18.333333333333332	TuTh     	38
518	8.0	9.333333333333334	TuTh     	49
519	9.5	10.833333333333334	TuTh     	26
520	11.0	11.833333333333334	W      	8
521	15.0	17.833333333333332	W      	6
522	11.0	11.833333333333334	W      	22
523	12.0	12.833333333333334	W      	22
524	13.0	13.833333333333334	W      	29
525	14.0	14.833333333333334	W      	25
526	10.0	11.833333333333334	W      	15
527	11.0	12.333333333333334	TuTh     	19
528	10.0	10.833333333333334	MWF    	5
529	10.0	12.833333333333334	W      	6
530	10.0	10.833333333333334	M      	11
531	11.0	11.833333333333334	M      	12
532	12.0	12.833333333333334	M      	10
533	13.0	13.833333333333334	M      	13
534	10.0	10.833333333333334	W      	11
535	11.0	11.833333333333334	W      	9
536	13.0	13.833333333333334	W      	14
537	18.0	18.833333333333332	M      	16
538	19.0	19.833333333333332	M      	16
539	14.0	14.833333333333334	W      	16
540	15.0	15.833333333333334	M      	14
541	17.0	17.833333333333332	M      	16
542	18.0	18.833333333333332	M      	11
543	12.0	12.833333333333334	W      	15
544	13.0	13.833333333333334	W      	13
545	15.0	15.833333333333334	W      	16
546	17.0	17.833333333333332	W      	13
547	14.0	14.833333333333334	Tu      	15
548	15.0	15.833333333333334	Tu      	13
549	18.0	18.833333333333332	Tu      	15
550	19.0	19.833333333333332	Tu      	16
551	8.0	8.833333333333334	Th      	14
552	10.0	10.833333333333334	Th      	15
553	16.0	16.833333333333332	Tu      	15
554	18.0	18.833333333333332	Tu      	15
555	19.0	19.833333333333332	Tu      	14
556	16.0	16.833333333333332	Th      	15
557	19.0	19.833333333333332	Th      	10
558	9.0	9.833333333333334	Tu      	14
559	10.0	10.833333333333334	Tu      	12
560	11.0	11.833333333333334	Tu      	15
561	12.0	12.833333333333334	Tu      	12
562	9.0	9.833333333333334	Th      	12
563	10.0	10.833333333333334	Th      	16
564	11.0	11.833333333333334	Th      	16
565	12.0	12.833333333333334	Th      	13
566	14.0	14.833333333333334	Th      	16
567	9.0	9.833333333333334	MW     	15
568	11.0	11.833333333333334	MW     	15
569	14.0	14.833333333333334	MW     	15
570	16.0	16.833333333333332	MW     	14
571	17.0	17.833333333333332	MW     	15
572	18.0	18.833333333333332	MW     	13
573	8.0	8.833333333333334	TuTh     	12
574	10.0	10.833333333333334	TuTh     	15
575	11.0	11.833333333333334	TuTh     	15
576	12.0	12.833333333333334	TuTh     	14
577	13.0	13.833333333333334	TuTh     	14
578	14.0	14.833333333333334	TuTh     	14
579	16.0	16.833333333333332	TuTh     	15
580	19.0	19.833333333333332	TuTh     	15
581	19.0	19.833333333333332	TuTh     	15
582	12.0	12.833333333333334	TuTh     	10
583	15.0	15.833333333333334	TuTh     	10
584	14.0	14.833333333333334	WF     	10
585	14.0	15.833333333333334	MW     	27
586	8.5	9.833333333333334	MW     	29
587	10.0	11.333333333333334	TuTh     	32
588	8.5	9.833333333333334	MW     	21
589	10.0	11.333333333333334	MW     	32
590	8.5	9.833333333333334	TuTh     	34
591	16.0	17.333333333333332	MW     	30
592	8.5	9.833333333333334	TuTh     	32
593	12.0	13.833333333333334	MW     	12
594	12.0	13.833333333333334	TuTh     	21
595	10.0	11.833333333333334	MW     	23
596	10.0	11.833333333333334	TuTh     	18
597	12.0	13.833333333333334	MWF    	15
598	14.0	15.833333333333334	TuTh     	32
599	16.0	17.333333333333332	TuTh     	9
600	10.0	11.333333333333334	MW     	36
601	12.0	13.333333333333334	TuTh     	36
602	12.5	13.833333333333334	TuTh     	49
603	12.0	13.833333333333334	TuTh     	8
604	14.0	14.833333333333334	M      	79
605	15.0	15.833333333333334	M      	82
606	12.0	12.833333333333334	F      	78
607	13.0	13.833333333333334	F      	74
608	15.0	15.833333333333334	F      	76
609	16.0	16.833333333333332	F      	74
610	17.0	17.833333333333332	F      	83
611	18.0	18.833333333333332	F      	72
612	8.0	8.833333333333334	W      	78
613	9.0	9.833333333333334	W      	82
614	15.0	15.833333333333334	W      	79
615	12.0	12.833333333333334	F      	83
616	17.0	17.833333333333332	Th      	75
617	18.0	18.833333333333332	Th      	63
618	19.0	19.833333333333332	Th      	49
619	20.0	20.833333333333332	Th      	15
620	14.0	14.833333333333334	M      	60
621	13.0	13.833333333333334	W      	59
622	16.0	16.833333333333332	F      	50
623	16.0	16.833333333333332	MWF    	197
624	17.0	17.833333333333332	W      	62
625	18.0	18.833333333333332	W      	65
626	19.0	19.833333333333332	W      	62
627	20.0	20.833333333333332	W      	63
628	17.0	17.833333333333332	W      	60
629	18.0	18.833333333333332	W      	63
630	19.0	19.833333333333332	W      	50
631	20.0	20.833333333333332	W      	28
632	17.0	17.833333333333332	Tu      	13
633	10.0	10.833333333333334	Tu      	17
634	18.0	18.833333333333332	M      	72
635	19.0	19.833333333333332	M      	53
636	16.0	16.833333333333332	F      	40
637	17.0	17.833333333333332	F      	18
638	19.0	19.833333333333332	Tu      	87
639	20.0	20.833333333333332	Tu      	54
640	20.0	20.833333333333332	Th      	51
641	19.0	19.833333333333332	Tu      	59
642	20.0	20.833333333333332	Tu      	41
643	19.0	19.833333333333332	W      	67
644	20.0	20.833333333333332	W      	64
645	16.0	16.833333333333332	M      	92
646	17.0	17.833333333333332	M      	78
647	14.0	15.333333333333334	TuTh     	122
648	9.5	10.833333333333334	TuTh     	14
649	18.0	18.833333333333332	M      	131
650	19.0	19.833333333333332	W      	123
651	20.0	20.833333333333332	W      	66
652	19.0	19.833333333333332	Tu      	70
653	20.0	20.833333333333332	Tu      	67
654	19.0	19.833333333333332	Th      	61
655	12.5	13.833333333333334	TuTh     	14
656	17.0	19.833333333333332	W      	49
657	11.0	12.333333333333334	TuTh     	45
658	9.5	10.833333333333334	TuTh     	77
659	19.0	19.833333333333332	Th      	161
660	20.0	20.833333333333332	Th      	70
661	18.0	18.833333333333332	W      	137
662	19.0	19.833333333333332	W      	103
663	14.0	14.833333333333334	F      	135
664	15.0	15.833333333333334	F      	71
665	18.0	18.833333333333332	W      	29
666	19.0	19.833333333333332	W      	9
667	15.0	15.833333333333334	MWF    	40
668	8.0	8.833333333333334	MWF    	163
669	17.0	19.833333333333332	M      	10
670	15.0	16.833333333333332	Th      	3
671	15.0	16.833333333333332	Tu      	12
672	12.0	12.833333333333334	Tu      	19
673	13.0	13.833333333333334	W      	19
674	16.0	16.833333333333332	W      	19
675	17.0	17.833333333333332	Th      	17
676	9.0	9.833333333333334	F      	17
677	12.0	12.833333333333334	F      	9
678	15.5	16.833333333333332	TuTh     	20
679	15.0	17.833333333333332	F      	45
680	17.0	19.833333333333332	Tu      	5
681	19.0	19.833333333333332	M      	43
682	17.5	18.333333333333332	Th      	15
683	17.5	18.333333333333332	Th      	12
684	17.5	18.333333333333332	Th      	10
685	14.5	15.333333333333334	Tu      	28
686	18.0	18.833333333333332	W      	17
687	18.0	18.833333333333332	W      	9
688	9.0	9.833333333333334	M      	18
689	13.0	13.833333333333334	Th      	14
690	9.0	9.833333333333334	F      	16
691	11.0	11.833333333333334	F      	23
692	15.0	15.833333333333334	Th      	22
693	10.0	10.833333333333334	F      	17
694	14.0	14.833333333333334	Th      	12
695	13.0	13.833333333333334	F      	15
696	15.0	15.833333333333334	M      	15
697	16.0	16.833333333333332	M      	15
698	14.0	14.833333333333334	Tu      	13
699	15.0	15.833333333333334	Tu      	10
700	16.0	16.833333333333332	F      	94
701	17.0	17.833333333333332	F      	42
702	18.0	18.833333333333332	F      	38
703	17.0	19.833333333333332	M      	20
704	15.5	18.5	M      	25
705	19.0	10.0	M      	24
706	19.0	10.0	Tu      	13
707	15.5	18.5	M      	30
708	19.0	10.0	M      	31
709	15.5	18.5	W      	30
710	19.0	10.0	W      	25
711	19.0	10.0	Tu      	27
712	8.5	11.5	W      	21
713	12.0	15.0	M      	28
714	14.0	14.833333333333334	F      	92
715	12.0	15.0	M      	27
716	15.5	18.5	M      	21
717	19.0	10.0	Tu      	24
718	12.0	15.0	W      	24
719	12.0	15.0	M      	22
720	15.5	18.5	M      	19
721	19.0	10.0	M      	9
722	15.5	18.5	Tu      	29
723	19.0	10.0	Tu      	14
724	12.0	15.0	W      	23
725	15.5	18.5	W      	12
726	9.0	9.833333333333334	F      	77
727	13.0	13.833333333333334	F      	92
728	10.0	10.833333333333334	MWF    	49
729	16.0	16.833333333333332	M      	14
730	16.0	16.833333333333332	W      	15
731	14.0	14.833333333333334	W      	44
732	9.0	12.0	M      	18
733	17.0	20.0	M      	18
734	9.0	12.0	W      	11
735	11.0	12.333333333333334	TuTh     	12
736	14.0	14.833333333333334	W      	56
737	14.0	14.833333333333334	F      	38
738	8.0	8.833333333333334	F      	13
739	18.0	18.833333333333332	W      	65
740	17.0	18.333333333333332	MW     	64
741	15.0	15.833333333333334	F      	70
742	20.0	20.833333333333332	Tu      	52
743	14.0	15.333333333333334	TuTh     	109
744	18.5	19.833333333333332	MW     	37
745	12.5	13.833333333333334	TuTh     	34
746	15.0	17.833333333333332	MW     	25
747	18.0	20.833333333333332	MW     	22
748	14.0	15.833333333333334	F      	18
749	17.0	18.833333333333332	Tu      	33
750	17.0	18.833333333333332	Th      	25
751	12.5	13.833333333333334	TuTh     	51
752	13.0	13.833333333333334	MWF    	48
753	14.0	14.833333333333334	MWF    	45
754	15.0	16.833333333333332	M      	7
755	14.0	15.833333333333334	Tu      	10
756	11.0	12.833333333333334	W      	11
757	15.0	16.833333333333332	W      	5
758	15.0	16.833333333333332	W      	6
759	16.0	17.833333333333332	W      	7
760	14.5	16.333333333333332	Tu      	4
761	18.0	19.833333333333332	M      	11
762	17.0	17.833333333333332	W      	17
763	15.0	15.833333333333334	F      	19
764	13.0	13.833333333333334	W      	28
765	14.0	14.833333333333334	W      	28
766	9.0	9.833333333333334	W      	34
767	10.0	10.833333333333334	F      	35
768	11.0	11.833333333333334	F      	35
769	9.0	9.833333333333334	M      	18
770	10.0	10.833333333333334	M      	20
771	14.0	14.833333333333334	M      	16
772	9.0	9.833333333333334	W      	17
773	10.0	10.833333333333334	W      	21
774	10.0	10.833333333333334	W      	17
775	9.0	9.833333333333334	F      	18
776	12.0	12.833333333333334	F      	20
777	14.0	14.833333333333334	F      	20
778	15.0	15.833333333333334	F      	18
779	14.0	14.833333333333334	F      	18
780	15.0	15.833333333333334	F      	17
781	16.0	16.833333333333332	Tu      	25
782	12.5	13.833333333333334	TuTh     	34
783	14.0	14.833333333333334	MWF    	26
784	14.0	15.333333333333334	TuTh     	20
785	15.5	16.833333333333332	TuTh     	14
786	17.0	18.333333333333332	TuTh     	24
787	9.5	10.833333333333334	TuTh     	43
788	12.0	12.833333333333334	MWF    	21
789	8.0	9.333333333333334	TuTh     	8
790	10.0	10.833333333333334	MWF    	12
791	18.5	19.833333333333332	TuTh     	17
792	12.0	13.833333333333334	F      	15
793	10.0	11.833333333333334	F      	15
794	14.0	15.833333333333334	M      	9
795	12.0	14.833333333333334	Tu      	10
796	12.0	12.833333333333334	MWF    	43
797	17.0	18.333333333333332	TuTh     	38
798	15.5	16.833333333333332	TuTh     	83
799	15.0	15.833333333333334	MWF    	63
800	14.0	15.333333333333334	TuTh     	61
801	17.0	18.333333333333332	MW     	52
802	15.5	16.833333333333332	TuTh     	38
803	12.0	14.833333333333334	W      	10
804	14.0	14.833333333333334	MWF    	62
805	17.0	19.833333333333332	Tu      	42
806	12.5	15.333333333333334	Th      	2
807	12.5	13.833333333333334	TuTh     	68
808	15.5	16.833333333333332	TuTh     	129
809	11.0	11.833333333333334	MWF    	75
810	8.0	9.333333333333334	TuTh     	36
811	9.5	10.833333333333334	TuTh     	63
812	14.0	14.833333333333334	MWF    	32
813	8.0	9.333333333333334	TuTh     	29
814	14.0	14.833333333333334	F      	31
815	15.0	15.833333333333334	F      	32
816	10.0	10.833333333333334	W      	32
817	11.0	11.833333333333334	W      	30
818	16.0	16.833333333333332	F      	31
819	11.0	11.833333333333334	Tu      	29
820	14.0	14.833333333333334	W      	28
821	17.0	17.833333333333332	M      	25
822	9.0	9.833333333333334	W      	29
823	17.0	17.833333333333332	F      	24
824	9.0	9.833333333333334	M      	24
825	10.0	10.833333333333334	M      	25
826	9.0	9.833333333333334	W      	18
827	10.0	10.833333333333334	W      	30
828	9.0	9.833333333333334	F      	23
829	10.0	10.833333333333334	F      	29
830	8.0	8.833333333333334	W      	22
831	9.0	9.833333333333334	W      	28
832	17.0	17.833333333333332	Th      	25
833	18.0	18.833333333333332	Th      	18
834	11.0	11.833333333333334	M      	31
835	12.0	12.833333333333334	M      	30
836	14.0	14.833333333333334	M      	30
837	15.0	15.833333333333334	M      	29
838	9.0	9.833333333333334	W      	31
839	10.0	10.833333333333334	W      	30
840	15.0	15.833333333333334	W      	27
841	9.5	10.833333333333334	TuTh     	15
842	9.0	9.833333333333334	MWF    	14
843	11.0	11.833333333333334	MWF    	13
844	10.0	10.833333333333334	MWF    	38
845	14.0	14.833333333333334	W      	28
846	12.0	12.833333333333334	W      	25
847	13.0	13.833333333333334	W      	29
848	13.0	13.833333333333334	W      	28
849	14.0	14.833333333333334	W      	26
850	14.0	14.833333333333334	W      	25
851	15.0	15.833333333333334	W      	26
852	10.0	10.833333333333334	Th      	24
853	11.0	11.833333333333334	Th      	28
854	9.0	9.833333333333334	F      	28
855	10.0	10.833333333333334	F      	28
856	12.0	12.833333333333334	F      	26
857	13.0	13.833333333333334	F      	27
858	14.0	14.833333333333334	Th      	24
859	15.0	15.833333333333334	Th      	29
860	13.0	13.833333333333334	F      	23
861	14.0	14.833333333333334	F      	17
862	16.0	16.833333333333332	Th      	16
863	17.0	17.833333333333332	Th      	19
864	10.0	10.833333333333334	F      	25
865	11.0	11.833333333333334	F      	24
866	12.0	12.833333333333334	F      	28
867	13.0	13.833333333333334	F      	22
868	9.5	12.333333333333334	Tu      	15
869	15.0	17.833333333333332	W      	17
870	9.0	11.833333333333334	F      	8
871	9.5	10.833333333333334	TuTh     	34
872	9.5	10.833333333333334	TuTh     	33
873	9.5	10.833333333333334	TuTh     	34
874	11.0	12.333333333333334	TuTh     	33
875	12.5	13.833333333333334	TuTh     	33
876	12.5	13.833333333333334	TuTh     	33
877	14.0	15.333333333333334	TuTh     	34
878	15.5	16.833333333333332	TuTh     	34
879	15.5	16.833333333333332	TuTh     	34
880	17.0	18.333333333333332	TuTh     	31
881	17.0	18.333333333333332	TuTh     	32
882	8.0	9.333333333333334	TuTh     	24
883	9.5	10.833333333333334	TuTh     	24
884	12.5	13.833333333333334	TuTh     	23
885	14.0	15.333333333333334	TuTh     	24
886	15.5	16.833333333333332	TuTh     	24
887	17.0	18.333333333333332	TuTh     	23
888	9.5	10.833333333333334	TuTh     	18
889	12.5	13.833333333333334	TuTh     	9
890	14.0	15.333333333333334	TuTh     	9
891	12.5	13.833333333333334	TuTh     	7
892	9.0	9.833333333333334	TuTh     	10
893	10.0	10.833333333333334	TuTh     	8
894	11.0	11.833333333333334	W      	6
895	9.0	9.833333333333334	MWF    	9
896	10.0	10.833333333333334	MWF    	9
897	11.0	11.833333333333334	MWF    	11
898	12.0	12.833333333333334	MWF    	13
899	12.5	13.833333333333334	TuTh     	24
900	14.0	15.333333333333334	TuTh     	21
901	10.0	10.833333333333334	MWF    	13
902	9.5	10.833333333333334	TuTh     	26
903	9.0	9.833333333333334	MWF    	68
904	12.5	13.833333333333334	TuTh     	201
905	14.0	15.333333333333334	TuTh     	111
906	10.0	10.833333333333334	MWF    	66
