,Time_Stamp,Number_of_People
0,1900-01-01 00:00:00,168.5
1,1900-01-01 00:05:00,110.5
2,1900-01-01 00:10:00,180.5
3,1900-01-01 00:15:00,190.0
4,1900-01-01 00:20:00,227.0
5,1900-01-01 00:25:00,217.0
6,1900-01-01 00:30:00,188.0
7,1900-01-01 00:35:00,168.0
8,1900-01-01 00:40:00,104.0
9,1900-01-01 00:45:00,117.0
10,1900-01-01 00:50:00,97.5
11,1900-01-01 00:55:00,71.5
12,1900-01-01 01:00:00,205.5
13,1900-01-01 01:05:00,231.5
14,1900-01-01 01:10:00,252.5
15,1900-01-01 01:15:00,161.5
16,1900-01-01 01:20:00,205.0
17,1900-01-01 01:25:00,177.5
18,1900-01-01 01:30:00,104.0
19,1900-01-01 01:35:00,59.5
20,1900-01-01 01:40:00,98.0
21,1900-01-01 01:45:00,97.5
22,1900-01-01 01:50:00,190.0
23,1900-01-01 01:55:00,199.5
24,1900-01-01 02:00:00,172.5
25,1900-01-01 02:05:00,184.5
26,1900-01-01 02:10:00,218.0
27,1900-01-01 02:15:00,155.0
28,1900-01-01 02:20:00,105.0
29,1900-01-01 02:25:00,128.0
30,1900-01-01 02:30:00,127.0
31,1900-01-01 02:35:00,62.0
32,1900-01-01 02:40:00,103.5
33,1900-01-01 02:45:00,145.5
34,1900-01-01 02:50:00,153.0
35,1900-01-01 02:55:00,139.5
36,1900-01-01 03:00:00,130.5
37,1900-01-01 03:05:00,27.5
38,1900-01-01 03:10:00,124.5
39,1900-01-01 03:15:00,64.5
40,1900-01-01 03:20:00,16.5
41,1900-01-01 03:25:00,20.5
42,1900-01-01 03:30:00,93.5
43,1900-01-01 03:35:00,60.0
44,1900-01-01 03:40:00,96.5
45,1900-01-01 03:45:00,40.0
46,1900-01-01 03:50:00,25.0
47,1900-01-01 03:55:00,15.0
48,1900-01-01 04:00:00,135.0
49,1900-01-01 04:05:00,115.0
50,1900-01-01 04:10:00,116.0
51,1900-01-01 04:15:00,157.0
52,1900-01-01 04:20:00,169.5
53,1900-01-01 04:25:00,158.0
54,1900-01-01 04:30:00,140.0
55,1900-01-01 04:35:00,131.0
56,1900-01-01 04:40:00,139.0
57,1900-01-01 04:45:00,147.5
58,1900-01-01 04:50:00,198.0
